|none.wav|0|Single
deathmauler_death_1|monster\deathmauler\death1.wav|716|Group:4
assassin_shadow_hit_2|skill\assassin\shadowhit2.wav|2313|Single
gheed_greeting_1|act1\gheed\ghe_greetings.wav|3910|Group:3
minion_neutral_3|monster\minion\neutral3.wav|1326|Single
assassin_death_1|combat\player\assassin\death01.wav|2923|Group:3
impact_blade_thrust_5|combat\impact\stab5.wav|339|Single
malah_act5_q3_found|Act5\Malah\mal_act5_q3_found.wav|4520|Single
tentaclehead_attack_4|monster\tentaclehead\attack4.wav|1936|Single
alkor_act3_gossip_3|act3\alkor\alk_act3_gossip_03.wav|3533|Single
fingermage_death_1|monster\fingermage\death1.wav|949|Group:4
object_chest_small|object\chestsmall.wav|2546|Single
lysander_act2_q4_after|act2\lysander\lys_act2_q4_after.wav|4143|Single
reanimatedhorde_hit_4|monster\reanimatedhorde\gethit4.wav|1559|Single
necromancer_act3_find_jade|act3\necromancer\nec_act3_find_jadefigurine.wav|3156|Single
beetle_attack_1|monster\beetle\attack1.wav|572|Group:5
zakarumhigh_death_4|monster\zakarumhighpriest\death4.wav|2169|Single
charsi_act1_q4_early|act1\charsi\cha_act1_q4_early.wav|3766|Single
imp_hit_4|monster\imp\gethit4.wav|1182|Single
medium_walk_ostone_4|ambient\footstep\MedOStone4.wav|2779|Single
event_wild_day_4|ambient\event\birdie11.wav|195|Single
warriv_act2_q6_after|act2\warriv\war_act2_q6_after.wav|4376|Single
skeleton_necro_walk_1|monster\skeleton\walk1.wav|1792|Group:6
assassin_act3_find_guardian|act3\assassin\ass_act3_find_guardiantower.wav|3389|Single
druidpod_walk2_2|monster\druidpod\podwalk22.wav|805|Single
sorceress_chargedbolt_3|none.wav|2402|Single
hratli_act3_gossip_2|act3\hratli\hra_act3_gossip_02.wav|3999|Single
overseer_neutral_5|monster\overseer\neutral5.wav|1415|Single
barbarian_cantcarry_1|common\barbarian\bar_cantcarry.wav|3012|Group:2
monster_firebolt_3|skill\sorceress\firebolt3.wav|428|Single
wussie_let_us_out_2|act5\soldier\sol_letusout_alt.wav|4609|Single
vampire_death_5|monster\vampire\death5.wav|2025|Single
atma_act2_gossip_2|act2\atma\atm_act2_gossip_02.wav|3622|Single
goatman_neutral_2|monster\goatman\neutral2.wav|1038|Single
object_trap_release|object\traprelease.wav|2635|Single
quest_tainted_sun_ball_3|quest\ball3.wav|51|Single
natalya_act3_q2_after|act3\natalya\nat_act3_q2_after.wav|4232|Single
sandmaggotbaby_death_1|monster\sandmaggotbaby\death1.wav|1648|Group:6
paladin_act5_defeat_baal|act5\paladin\pal_act5_complete_defeatbaal.wav|3245|Single
catapult_death_1|monster\catapult\death1.wav|661|Group:5
amazon_magicarrow_1|skill\amazon\magicarrow1.wav|2258|Group:3
fara_act2_gossip_3|act2\fara\far_act2_gossip_04.wav|3855|Single
megademon_hit_4|monster\megademon\gethit4.wav|1271|Single
walk_ginormous_low_1|ambient\footstep\Ginormous2.wav|2868|Group:3
weapon_2hs_large_5|combat\weapon\two hand swing large05.wav|284|Single
larzuk_act5_gossip_amazon2|Act5\Larzuk\lar_act5_gossip_ama_02.wav|4465|Single
succubus_hit_3|monster\succubus\gethit3.wav|1881|Single
druid_act5_defeat_nihlathak|act5\druid\dru_act5_complete_nihlathaksecret.wav|3478|Single
fallen_attack_5|monster\fallen\roar7.wav|894|Single
barbarian_circle_2|skill\barbarian\circle2.wav|2491|Single
kashya_act1_gossip_4|act1\kashya\kas_act1_gossip_04.wav|4088|Single
pygmy_death_1|monster\pygmy\death1.wav|1504|Group:6
necromancer_chat_e_1|common\necromancer\nec_forgiveme.wav|3101|Group:2
baboondemon_death_3|monster\baboondemon\death3.wav|517|Single
music_quest_shenk|act5\shenkmusic.wav|4698|Single
willowisp_appear_2|monster\willowisp\appear2.wav|2114|Single
cain_act3_q3_after|act3\cain\cain_act3_q4_after.wav|3711|Single
greatermummy_resurrect_5|monster\greatermummy\spell5.wav|1127|Single
light_walk_istone_1|ambient\footstep\LightIStone1.wav|2724|Group:4
event_lair_3|ambient\event\moan3.wav|140|Single
warriv_greeting_inactive_2|common\warriv\war_presencehonorsme.wav|4321|Single
serpentdemon_hit_4|monster\serpentdemon\gethit4.wav|1737|Single
assassin_chat_d_2|common\assassin\ass_thankyou.wav|3334|Single
diablo_neutral_3|none.wav|750|Single
druid_shockwave|skill\druid\shockwave.wav|2347|Single
gheed_act1_q5_early|act1\gheed\ghe_act1_q5_early.wav|3944|Single
mosquito_attack_5|monster\mosquito\attack5.wav|1360|Single
amazon_needmana_1|common\amazon\ama_notenoughmana.wav|2957|Group:2
impact_lightning_layer_2|combat\impact\static2.wav|373|Single
nihlathak_act5_q1_success|Act5\Nihlathak\nih_act5_q1_successful.wav|4554|Single
thornhulk_neutral_2|monster\thornhulk\neutral2.wav|1970|Single
alkor_act3_q6_early_va|act3\alkor\alk_act3_q6_early_va.wav|3567|Single
frogdemon_attack_4|monster\frogdemon\attack4.wav|983|Single
object_fissure_2|object\fissure2.wav|2580|Single
meshif_act2_q4_early|act2\meshif\mes_act2_q4_early.wav|4177|Single
regurgitator_death_3|monster\regurgitator\death3.wav|1593|Single
paladin_needkey_2|common\paladin\pal_itslocked.wav|3190|Single
bloodlord_death_2|monster\bloodlord\death2.wav|606|Single
zombie_attack_1|monster\zombie\attack1.wav|2203|Group:6
drognan_act2_q3_after|act2\drognan\dro_act2_q3_after.wav|3800|Single
leaper_attack_2|monster\leaper\attack2.wav|1216|Single
medium_run_wood_2|ambient\footstep\MedWoodRun2.wav|2813|Single
item_largemetalweapon|item\largemetalweapon.wav|229|Single
anya_act5_q4_early|Act5\Anya\any_act5_q4_early.wav|4410|Single
spider_swish_2|monster\spider\swishie2.wav|1826|Single
druid_needkey_1|common\druid\dru_needkey.wav|3423|Group:2
druidwerebear_attack_2|monster\werebear\attack2.wav|839|Single
sorceress_lightning_3|skill\sorceress\lightning3.wav|2436|Single
hratli_act3_q6_success|act3\hratli\hra_act3_q6_successful.wav|4033|Single
pantherwoman_neutral_5|monster\pantherwoman\neutral5.wav|1449|Single
barbarian_act1_find_catacombs|act1\barbarian\bar_act1_entry_catacombs.wav|3046|Single
baal_coldtrailcast|none.wav|462|Single
monster_izual_taunt_1|act4\izual\izualtaunt1.wav|4643|Single
vilemother_hit_4|monster\vilemother\gethit4.wav|2059|Single
cain_act1_gossip_5|act1\cain\cain_act1_gossip_aftera1q6init.wav|3656|Single
golemfire_hit_1|monster\golemfire\gethit1.wav|1072|Group:4
shrine_gemupgrade|object\shrine\gemupgrade.wav|2669|Single
event_catacombs_4|ambient\event\scream4.wav|85|Single
ormus_act3_intro|act3\ormus\orm_act3_intro.wav|4266|Single
sandmaggotmama_goo_hit_5|monster\sandmaggotmama\goohit5.wav|1682|Single
sorceress_act1_find_cairn|act1\sorceress\sor_act1_find_cairnstones.wav|3279|Single
countess_attack_3|monster\countess\attack3.wav|695|Single
assassin_chargeup_phoenix_2|none.wav|2292|Single
geglash_act2_gossip_4|act2\geglash\geg_act2_gossip_04.wav|3889|Single
minion_hit_4|monster\minion\gethit4.wav|1305|Single
barbarian_hit_1|combat\player\barbarian\soft1.wav|2902|Group:5
weapon_xbow_2|combat\weapon\xbow2.wav|318|Single
malah_act5_gossip_4|Act5\Malah\mal_act5_04.wav|4499|Single
tentacle_attack_2|monster\tentacle\attack2.wav|1915|Single
akara_act1_q4_early|act1\akara\aka_act1_q4_early.wav|3512|Single
fallenshaman_hit_3|monster\fallenshaman\gethit3.wav|928|Single
barbarian_taunt_2|skill\barbarian\taunt2.wav|2525|Single
lysander_greeting_return|act2\lysander\lys_whatthehelldoyouwant.wav|4122|Single
pygmyshaman_neutral_2|monster\pygmyshaman\neutral2.wav|1538|Single
necromancer_act2_complete_summoner|act2\necromancer\nec_act2_complete_summoner.wav|3135|Single
batdemon_unhide_3|monster\batdemon\unhide3.wav|551|Single
yeti_hit_3|monster\yeti\gethit3.wav|2148|Single
charsi_greeting_time_3|act1\charsi\cha_goodevening.wav|3745|Single
hawknest_spawn_2|monster\hawknest\spawn2.wav|1161|Single
light_run_sand_3|ambient\footstep\LightSandRun3.wav|2758|Single
event_town_2_day_3|ambient\event\town2birdie3.wav|174|Single
warriv_act1_q6_after|act1\warriv\war_act1_q6_after.wav|4355|Single
siegebeast_neutral_3|monster\siegebeast\neutral3.wav|1771|Single
assassin_act2_complete_radament|act2\assassin\ass_act2_complete_radamentlair.wav|3368|Single
druidbear_emerge|monster\druidbear\appear.wav|784|Single
paladin_holybolt_1|skill\paladin\holybolt1.wav|2381|Group:3
greiz_act2_q4_success|act2\griez\gre_act2_q4_successful.wav|3978|Single
mummy_generator_death|monster\mummy\mummygeneratordeath.wav|1394|Single
amazon_act3_complete_beneath|act3\amazon\ama_act3_complete_beneathcity.wav|2991|Single
explosion_medium_1|combat\explosion\explosionmed1.wav|407|Group:3
qualkehk_act5_q2_nthman|Act5\Qual-Kehk\qua_act5_q2_nthman.wav|4588|Single
undeadhorror_hit_4|monster\undeadhorror\gethit4.wav|2004|Single
asheara_act3_q4_early|act3\asheara\ash_act3_q1_early.wav|3601|Single
frozenhorror_neutral_5|monster\frozenhorror\neutral5.wav|1017|Single
object_skullpile_3|object\skullpile3.wav|2614|Single
quest_ancients_statue|quest\ancientstatue.wav|30|Single
meshif_act3_q6_after|act3\meshif\mes_act3_q6_after.wav|4211|Single
sandmaggot_neutral_3|monster\sandmaggot\neutral3.wav|1627|Single
paladin_act2_trigger_field|act2\paladin\pal_act2_trigger_field.wav|3224|Single
bonefetish_walk_3|monster\bonefetish\walk3.wav|640|Single
amazon_dodge_2|skill\amazon\dodge2.wav|2237|Single
elzix_act2_q3_after|act2\elzix\elz_act2_q3_after.wav|3834|Single
lightninggenerator_emerge_3|none.wav|1250|Single
heavy_run_istone_4|ambient\footstep\HeavyIStoneRun4.wav|2847|Single
weapon_1hs_small_2|combat\weapon\one hand swing small02.wav|263|Single
cain_act5_q5_success|Act5\Cain\cain_act5_q5_successful.wav|4444|Single
spikefiend_hit_3|monster\spikefiend\gethit3.wav|1860|Single
druid_act2_near_tightspot|act2\druid\dru_act2_near_tightspot.wav|3457|Single
druidwerewolf_hit_4|monster\werewolf\gethit13.wav|873|Single
necromancer_golem_cast|skill\necromancer\golemcast3.wav|2470|Single
jerhyn_act2_q3_early|act2\jerhyn\jer_act2_q3_early.wav|4067|Single
putriddefiler_hit_5|monster\putriddefiler\gethit5.wav|1483|Single
barbarian_act4_free_izual|act4\barbarian\bar_act4_free_izual.wav|3080|Single
baaltentacle_death_1|monster\baaltentacle\death1.wav|496|Group:4
music_tristram|act1\tristram.wav|4677|Single
vulturedemon_neutral_4|monster\vulturedemon\neutral4.wav|2093|Single
cain_act2_q4_success|act2\cain\cain_act2_q4_successful.wav|3690|Single
greatermummy_hit_6|monster\greatermummy\gethit6.wav|1106|Single
creature_cow_6|none.wav|2703|Single
event_jungle_day_2|ambient\event\jungleevent2.wav|119|Single
rogue_mortal_danger|act1\rogue\rog_mortaldanger.wav|4300|Single
scimitar_death_4|monster\scimitar\death4.wav|1716|Single
sorceress_act3_find_lamesen|act3\sorceress\sor_act3_find_lamesentome.wav|3313|Single
deathmauler_spikes_5|monster\deathmauler\maulermissile5a.wav|729|Single
druid_arcticblast|skill\druid\arcticblast.wav|2326|Single
gheed_act1_gossip_4|act1\gheed\ghe_act1_gossip_04.wav|3923|Single
moo_attack_4|monster\moo\attack4.wav|1339|Single
amazon_cantuseyet|common\amazon\ama_cantuseyet.wav|2936|Single
impact_arrow_6|combat\impact\arrow8.wav|352|Single
nihlathak_greeting_inactive_1|Act5\Nihlathak\nih_yes.wav|4533|Group:3
tentaclehead_neutral_2|monster\tentaclehead\neutral2.wav|1949|Single
alkor_act3_q1_init|act3\alkor\alk_act3_q3_init.wav|3546|Single
fingermage_loop|monster\fingermage\loop.wav|962|Single
object_door_gate_open|object\gateopen.wav|2559|Single
meshif_greeting_time_2|common\meshif\mes_goodday.wav|4156|Single
reanimatedhorde_getup_3|monster\reanimatedhorde\getup3.wav|1572|Single
paladin_cantcarry_2|common\paladin\pal_overburdened.wav|3169|Single
beetle_neutral_1|monster\beetle\neutral1.wav|585|Group:4
zakarumpriest_hit_4|monster\zakarumpriest\gethit4.wav|2182|Single
drognan_greeting_inactive_1|act2\drognan\dro_askandlearn.wav|3779|Group:2
ironwolf_hit_2|monster\ironwolf\gethit2.wav|1195|Single
medium_run_dirt_1|ambient\footstep\MedDirtRun1.wav|2792|Group:4
item_boots|item\boots.wav|208|Single
anya_act5_gossip_1|Act5\Anya\any_act5_gossip_01.wav|4389|Single
skeleton_raise_4|none.wav|1805|Single
druid_cantcarry_1|common\druid\dru_cantcarrymore.wav|3402|Group:2
druidraven_attack_3|monster\druidraven\attack3.wav|818|Single
sorceress_firebolt_impact_3|skill\sorceress\largefireimpact3.wav|2415|Single
hratli_act3_q1_early|act3\hratli\hra_act3_q3_early.wav|4012|Single
overseer_healmissile|monster\overseer\missile.wav|1428|Single
barbarian_chat_f_1|common\barbarian\bar_bye.wav|3025|Group:2
andariel_attack_3|monster\andariel\attack3.wav|441|Single
hireable_male_i_will_use_that_1|common\hireables\male_illputthattogooduse1.wav|4622|Single
vilechild_hit_3|monster\vilechild\gethit3.wav|2038|Single
atma_act2_q3_early|act2\atma\atm_act2_q3_early.wav|3635|Single
golemblood_walk_2|monster\golemblood\bloodwalk2.wav|1051|Single
object_wood_break_4|object\woodbreak5.wav|2648|Single
scene_rain|ambient\scene\rain2.wav|64|Single
natalya_act3_q6_after|act3\natalya\nat_act3_q6_after.wav|4245|Single
sandmaggotegg_death_2|monster\sandmaggotegg\death2.wav|1661|Single
sorceress_chat_e_2|common\sorceress\sor_oops.wav|3258|Single
corrupt_attack_5|monster\corrupt\attack5.wav|674|Single
amazon_valkyrie_hit_1|skill\amazon\valkyriehit1.wav|2271|Group:4
fara_act2_q3_early|act2\fara\far_act2_q3_early.wav|3868|Single
mephisto_attack_1|monster\mephisto\attack1.wav|1284|Group:5
amazon_hit_4|combat\player\amazon\hard5.wav|2881|Single
weapon_2ht_6|combat\weapon\two hand thrust06.wav|297|Single
larzuk_act5_q3_success|Act5\Larzuk\lar_act5_q3_successful.wav|4478|Single
succubus_neutral_1|none.wav|1894|Group:5
akara_act1_gossip_4|act1\akara\aka_act1_gossip_04.wav|3491|Single
fallen_neutral_1|monster\fallen\neutral1.wav|907|Group:5
barbarian_grimward_3|skill\barbarian\grimward5.wav|2504|Single
kashya_act1_q2_early|act1\kashya\kas_act1_q2_early.wav|4101|Single
pygmy_blowgun_2|monster\pygmy\blowgun2.wav|1517|Single
necromancer_needmana_2|common\necromancer\nec_needmana.wav|3114|Single
barricadedoor_2|monster\barricadedoor\doorbreak2.wav|530|Single
wraith_hit_1|monster\wraith\gethit1.wav|2127|Group:6
cain_act3_q6_success|act3\cain\cain_act3_q6_successful.wav|3724|Single
guardtower_2|monster\guardtower\death2.wav|1140|Single
light_walk_snow_2|ambient\footstep\LightSnow2.wav|2737|Single
event_mesa_3|ambient\event\cavedrip3.wav|153|Single
warriv_act1_gossip_8|act1\warriv\war_act1_gossip_08.wav|4334|Single
siegebeast_attack_2|monster\siegebeast\attack2.wav|1750|Single
assassin_needmana_1|common\assassin\ass_notenoughmana.wav|3347|Group:2
diablo_laser_cast|monster\diablo\castlazer.wav|763|Single
paladin_aura_holywind|skill\paladin\holywind.wav|2360|Single
greiz_act2_gossip_1|act2\griez\gre_act2_gossip_01.wav|3957|Single
mosquito_death_3|monster\mosquito\death3.wav|1373|Single
amazon_act1_find_jail|act1\amazon\ama_act1_entry_jail.wav|2970|Single
impact_shatter_2|combat\impact\shatter2.wav|386|Single
qualkehk_greeting_time_1|Act5\Qual-Kehk\qua_morning.wav|4567|Single
trappedsoul_down_3|monster\trappedsoul\down3.wav|1983|Single
asheara_act3_gossip_2|act3\asheara\ash_act3_gossip_02.wav|3580|Single
frogdemon_neutral_1|monster\frogdemon\neutral1.wav|996|Group:3
object_grave|monster\turret\death3.wav|2593|Single
cursor_durability_break|cursor\itembroken.wav|9|Single
meshif_act3_gossip_8|act3\meshif\mes_act3_gossip_08.wav|4190|Single
rogue_hit_4|monster\rogue\gethit4.wav|1606|Single
paladin_act1_find_den|act1\paladin\pal_act1_entry_denofevil.wav|3203|Single
bloodraven_mist_begin|monster\bloodraven\deatheffectstart.wav|619|Single
zombie_death_2|monster\zombie\death2.wav|2216|Single
elzix_greeting_3|act2\elzix\elz_hithere.wav|3813|Single
leaper_death_1|monster\leaper\death1.wav|1229|Group:5
heavy_walk_ostone_3|ambient\footstep\HeavyOStone3.wav|2826|Single
item_rune|item\rune.wav|242|Single
cain_act5_gossip_6|Act5\Cain\cain_act5_06.wav|4423|Single
spider_hit_4|monster\spider\gethit4.wav|1839|Single
druid_act1_find_catacombs|act1\druid\dru_act1_entry_catacombs.wav|3436|Single
druidwerebear_hit_2|monster\werebear\gethit2.wav|852|Single
necromancer_bonespear_1|skill\necromancer\bonespear1.wav|2449|Single
jamella_young_greeting_1|none.wav|4046|Group:2
pinhead_death_2|monster\pinhead\death2.wav|1462|Single
barbarian_act2_complete_tightspot|act2\barbarian\bar_act2_complete_tightspot.wav|3059|Single
baal_missilecast|monster\baal\missilecast.wav|475|Single
monster_nihlathak_taunt_4|act5\nihlathak\nih_act5_q4_taunt4.wav|4656|Single
vilemother_birth_3|monster\vilemother\birth3.wav|2072|Single
cain_act1_q6_init|act1\cain\cain_act1_q6_init.wav|3669|Single
golemiron_attack_4|monster\golemiron\attack4.wav|1085|Single
creature_bat_1|ambient\creature\bat1.wav|2682|Group:2
event_crypt_4|ambient\event\thump4.wav|98|Single
ormus_act3_q4_early|act3\ormus\orm_act3_q1_early.wav|4279|Single
sandraider_death_2|monster\sandraider\death2.wav|1695|Single
sorceress_act2_complete_tainted|act2\sorceress\sor_act2_complete_taintedsun.wav|3292|Single
deathmauler_attack_3|monster\deathmauler\attack3.wav|708|Single
assassin_kick_4|skill\assassin\kick4.wav|2305|Single
geglash_act2_q3_success|act2\geglash\geg_act2_q3_successful.wav|3902|Single
minion_death_d2|monster\minion\deathD2.wav|1318|Single
sorceress_death_1|combat\player\sorceress\death1.wav|2915|Group:3
impact_blunt_3|combat\impact\blunt6.wav|331|Single
malah_act5_q1_after|Act5\Malah\mal_act5_q1_after.wav|4512|Single
tentacle_appear_1|monster\tentacle\appear1.wav|1928|Group:5
alkor_greeting_inactive_1|act3\alkor\alk_whatdoyouneed.wav|3525|Group:2
fingermage_attack_1|monster\fingermage\attack1.wav|941|Group:4
object_basket_4|object\basket4.wav|2538|Single
lysander_act2_gossip_10|act2\lysander\lys_act2_gossip_11.wav|4135|Single
reanimatedhorde_attack_3|monster\reanimatedhorde\attack3.wav|1551|Single
necromancer_act3_complete_blackened|act3\necromancer\nec_act3_complete_brokentemple.wav|3148|Single
bighead_death_2|monster\bighead\death2.wav|564|Single
zakarumhigh_attack_4|monster\zakarumhighpriest\attack4.wav|2161|Single
charsi_act1_q2_after|act1\charsi\cha_act1_q2_after.wav|3758|Single
imp_attack_1|monster\imp\attack1.wav|1174|Group:4
medium_walk_dirt_4|ambient\footstep\MedDirt4.wav|2771|Single
event_town_3_night_1|ambient\event\frog1.wav|187|Group:5
warriv_act2_q3_after|act2\warriv\war_act2_q3_after.wav|4368|Single
skeleton_death_4|monster\skeleton\death4.wav|1784|Single
assassin_act3_complete_beneath|act3\assassin\ass_act3_complete_beneathcity.wav|3381|Single
druidpod_neutral_3|monster\druidpod\neutral3.wav|797|Single
sorceress_blizzard_impact_1|skill\sorceress\blizzboom1.wav|2394|Group:3
halbu_greeting_inactive_1|act4\halbu\hal_whatdoyouneed.wav|3991|Single
overseer_death_3|monster\overseer\death3.wav|1407|Single
amazon_act5_find_wilderness|act5\amazon\ama_act5_entry_wilderness.wav|3004|Single
monster_cast_cold|skill\sorceress\coldcast.wav|420|Single
qualkehk_act5_q6_early |Act5\Qual-Kehk\qua_act5_q6_early.wav|4601|Single
vampire_hit_1|monster\vampire\gethit1.wav|2017|Group:4
atma_greeting_2|act2\atma\atm_greetings.wav|3614|Single
goatman_hit_2|monster\goatman\gethit2.wav|1030|Single
object_stash_mephisto_2|object\mephistostash2.wav|2627|Single
quest_radament_holybolt_2|skill\paladin\holybolt2.wav|43|Single
natalya_act3_gossip_1|act3\natalya\nat_act3_gossip01.wav|4224|Single
sandmaggotbaby_attack_5|monster\sandmaggotbaby\attack5.wav|1640|Single
paladin_act4_kill_diablo|act4\paladin\pal_act4_kill_diablo.wav|3237|Single
breakablewall_death_4|none.wav|653|Single
amazon_impale_4|skill\amazon\impale4.wav|2250|Single
fara_greeting_inactive_1|act2\fara\far_howmayihelpyou.wav|3847|Group:2
megademon_attack_2|monster\megademon\attack2.wav|1263|Single
heavy_run_wood_1|ambient\footstep\HeavyWoodRun1.wav|2860|Group:4
weapon_2hs_small_3|combat\weapon\two hand swing small03.wav|276|Single
larzuk_act5_gossip_2|Act5\Larzuk\lar_act5_02.wav|4457|Single
spikefiend_neutral_4|monster\spikefiend\neutral4.wav|1873|Single
druid_act4_free_izual|act4\druid\dru_act4_free_izual.wav|3470|Single
duriel_walk_1|ambient\footstep\hoof1.wav|886|Group:4
barbarian_battlecry_1|skill\barbarian\battlecry1.wav|2483|Group:3
kashya_greeting_inactive_2|act1\kashya\kas_sisterhoodwelcomesyou.wav|4080|Single
pygmy_attack_5|monster\pygmy\attack5.wav|1496|Single
necromancer_chat_a_1|common\necromancer\nec_help.wav|3093|Group:2
baboondemon_hit_1|monster\baboondemon\gethit1.wav|509|Group:6
music_quest_horadric|act2\horadricaction.wav|4690|Single
willowisp_hit_2|monster\willowisp\gethit2.wav|2106|Single
cain_act3_q1_early|act3\cain\cain_act3_q3_early.wav|3703|Single
greatermummy_unholybolt_1|monster\greatermummy\unholybolt1.wav|1119|Group:3
creature_spider_1|ambient\creature\spider1.wav|2716|Group:4
event_kurast_day_5|ambient\event\jungleevent3.wav|132|Single
tyrael_act4_q1_early|act4\tyreal\tyr_act4_q1_early.wav|4313|Single
serpentdemon_tail_2|monster\serpentdemon\attacktail2.wav|1729|Single
assassin_cantuseyet|common\assassin\ass_cantuseyet.wav|3326|Single
diablo_hit_4|monster\diablo\gethit4.wav|742|Single
druid_meteor_4|none.wav|2339|Single
gheed_act1_q3_early|act1\gheed\ghe_act1_q3_early.wav|3936|Single
moo_neutral_2|monster\moo\neutral2.wav|1352|Single
amazon_chat_g_1|common\amazon\ama_die.wav|2949|Group:2
impact_bluemotize_1|combat\impact\blue1.wav|365|Group:3
nihlathak_act5_gossip_7|Act5\Nihlathak\nih_act5_07.wav|4546|Single
thornhulk_hit_2|monster\thornhulk\gethit2.wav|1962|Single
alkor_act3_q5_after|act3\alkor\alk_act3_q5_after.wav|3559|Single
firespike_emerge_1|none.wav|975|Single
object_dungeonguy_loop|object\dungeonguyloop.wav|2572|Single
meshif_act2_intro_ama|act2\meshif\mes_act2_intro_ama.wav|4169|Single
regurgitator_attack_4|monster\regurgitator\attack4.wav|1585|Single
paladin_chat_f_2|common\paladin\pal_goodbye.wav|3182|Single
bloodlord_attack_2|monster\bloodlord\attack2.wav|598|Single
zakarumzealot_death_1|monster\zakarumzealot\death1.wav|2195|Group:4
drognan_act2_gossip_8|act2\drognan\dro_act2_gossip_08.wav|3792|Single
izual_hit_4|monster\izual\gethit4.wav|1208|Single
medium_run_sand_2|ambient\footstep\MedSandRun2.wav|2805|Single
item_gold|item\gold.wav|221|Single
anya_act5_q1_success|Act5\Anya\any_act5_q1_successful.wav|4402|Single
smith_neutral_2|monster\smith\neutral2.wav|1818|Single
druid_chat_f_1|common\druid\dru_bye.wav|3415|Group:2
druidwolf_neutral_4|none.wav|831|Single
sorceress_icebolt_2|skill\sorceress\icebolt2.wav|2428|Single
hratli_act3_q5_after_va|act3\hratli\hra_act3_q5_afterva.wav|4025|Single
pantherwoman_death_1|monster\pantherwoman\death1.wav|1441|Group:4
barbarian_not_in_town_2|common\barbarian\bar_notintown.wav|3038|Single
andariel_rock_2|monster\andariel\stonehit5.wav|454|Single
monster_bloodraven_taunt_2|act1\monster\bloodraventaunt2.wav|4635|Single
vilemother_attack_1|monster\vilemother\attack1.wav|2051|Group:5
cain_greeting_inactive_2|common\cain\cain_stayandlisten.wav|3648|Single
golemclay_walk_1|monster\golemclay\claywalk1.wav|1064|Group:4
object_xportalopen|object\baalportal.wav|2661|Single
event_basement_1|ambient\event\wind1.wav|77|Group:5
ormus_act3_gossip_4|act3\ormus\orm_act3_gossip_04.wav|4258|Single
sandmaggotmama_goo_2|none.wav|1674|Single
sorceress_not_in_town_1|common\sorceress\sor_nothere.wav|3271|Group:2
corrupt_neutral_1|monster\corrupt\neutral1.wav|687|Group:6
assassin_chargeup_cobra_3|skill\assassin\cobra3.wav|2284|Single
geglash_greeting_inactive_2|act2\geglash\geg_huh.wav|3881|Single
mephisto_orb|monster\mephisto\orb.wav|1297|Single
necromancer_hit_1|combat\player\necromancer\soft1.wav|2894|Group:5
weapon_bow_2|combat\weapon\bow2.wav|310|Single
malah_greeting_inactive_3|Act5\Malah\mal_salutations.wav|4491|Single
swarm_attack_4|monster\swarm\attack4.wav|1907|Single
akara_act1_q1_success|act1\akara\aka_act1_q1_successful.wav|3504|Single
fallen_flee_4|monster\fallen\flee4.wav|920|Single
barbarian_leap_land|skill\barbarian\leapland.wav|2517|Single
kashya_act1_q5_success|act1\kashya\kas_act1_q5_successful.wav|4114|Single
pygmyshaman_hit_5|monster\pygmyshaman\gethit6.wav|1530|Single
necromancer_act1_find_monastery|act1\necromancer\nec_act1_entry_monastery.wav|3127|Single
batdemon_death_1|monster\batdemon\death1.wav|543|Group:5
wraith_neutral_4|monster\wraith\neutral4.wav|2140|Single
charsi_greeting_1|act1\charsi\cha_greetings.wav|3737|Group:2
hawk_death_3|monster\hawk\death3.wav|1153|Single
light_run_istone_3|ambient\footstep\LightIStoneRun3.wav|2750|Single
event_temple_5|ambient\event\breath5.wav|166|Single
warriv_act1_q4_after_scroll|act1\warriv\war_act1_q4_after_scroll.wav|4347|Single
siegebeast_hit_5|monster\siegebeast\gethit5.wav|1763|Single
assassin_act1_find_jail|act1\assassin\ass_act1_entry_jail.wav|3360|Single
druidbear_neutral_3|monster\druidbear\neutral07.wav|776|Single
paladin_blessedhammer_1|skill\paladin\hammerlaunch1.wav|2373|Group:3
greiz_act2_q1_after|act2\griez\gre_act2_q1_after.wav|3970|Single
mummy_hit_5|monster\mummy\gethit5.wav|1386|Single
amazon_act2_find_arcane|act2\amazon\ama_act2_entry_arcanesanctuary.wav|2983|Single
block_weapon_2|combat\impact\block blade4.wav|399|Single
qualkehk_act5_intro_dru|Act5\Qual-Kehk\qua_act5_intro_dru.wav|4580|Single
turret_death_3|monster\turret\death3.wav|1996|Single
asheara_act3_q2_after|act3\asheara\ash_act3_q2_after.wav|3593|Single
frozenhorror_death_2|none.wav|1009|Single
object_shrine_hell_2|object\hellshrine2.wav|2606|Single
cursor_necromancer_deselect|cursor\intro\necromancer deselect.wav|22|Single
meshif_act3_q3_success|act3\meshif\mes_act3_q4_successful.wav|4203|Single
sandmaggot_hit_5|monster\sandmaggot\gethit5.wav|1619|Single
paladin_act2_complete_tombs|act2\paladin\pal_act2_complete_tombs.wav|3216|Single
bonefetish_hit_7|monster\bonefetish\gethit7.wav|632|Single
zombie_raise_3|monster\zombie\raise5.wav|2229|Single
elzix_act2_gossip_8|act2\elzix\elz_act2_gossip_08.wav|3826|Single
lightninggenerator_launch_4|none.wav|1242|Single
heavy_walk_wood_4|ambient\footstep\HeavyWood4.wav|2839|Single
weapon_kick_1|combat\weapon\kick small01.wav|255|Group:4
